author_genres,author_name,book_title,genre_1,genre_2,comb
nonfiction,colin meloy,wildwood,fantasy,young adult,nonfiction colin meloy wildwood fantasy young adult
mystery thrillers,heath sommer,the grand delusion,mystery,psychology,mystery thrillers heath sommer the grand delusion mystery psychology
romance,kristina knight,what a texas girl wants,romance,romance,romance kristina knight what a texas girl wants romance romance
children s young adult,trent reedy,words in the dust,young adult,realistic fiction,children s young adult trent reedy words in the dust young adult realistic fiction
science fiction fantasy,david  simpson,post human series books 1 4,science fiction,fiction,science fiction fantasy david  simpson post human series books 1 4 science fiction fiction
science fiction fantasy,michael r. underwood,geekomancy,fantasy,fantasy,science fiction fantasy michael r. underwood geekomancy fantasy fantasy
children s books,katherine hannigan,true (. . . sort of),realistic fiction,childrens,children s books katherine hannigan true (. . . sort of) realistic fiction childrens
science fiction fantasy,dean wesley smith,the tenth planet  oblivion,science fiction,fiction,science fiction fantasy dean wesley smith the tenth planet  oblivion science fiction fiction
humor and comedy romance,kimberly frost,all that bleeds,romance,paranormal,humor and comedy romance kimberly frost all that bleeds romance paranormal
science fiction fantasy,jack l. chalker,the four lords of the diamond,science fiction,fiction,science fiction fantasy jack l. chalker the four lords of the diamond science fiction fiction
young adult,lucy swing,feathermore,young adult,fantasy,young adult lucy swing feathermore young adult fantasy
romance suspense,stephanie tyler,dire needs,romance,fantasy,romance suspense stephanie tyler dire needs romance fantasy
science fiction fantasy,b.c. burgess,descension,fantasy,romance,science fiction fantasy b.c. burgess descension fantasy romance
science nanotechnology,k. eric drexler,engines of creation  the coming era of nanotechnology,science,nonfiction,science nanotechnology k. eric drexler engines of creation  the coming era of nanotechnology science nonfiction
romance science fiction fantasy,michelle rowen,dark kiss,paranormal,young adult,romance science fiction fantasy michelle rowen dark kiss paranormal young adult
romance,cynthia d'alba,texas two step,romance,westerns,romance cynthia d'alba texas two step romance westerns
fiction,k.l. randis,spilled milk,nonfiction,autobiography,fiction k.l. randis spilled milk nonfiction autobiography
literature fiction nonfiction politics,carolyn chute,the beans of egypt  maine,fiction,adult fiction,literature fiction nonfiction politics carolyn chute the beans of egypt  maine fiction adult fiction
poetry children s books,edward lear,the owl and the pussycat,poetry,childrens,poetry children s books edward lear the owl and the pussycat poetry childrens
literature fiction,tessa hadley,the past,fiction,literary fiction,literature fiction tessa hadley the past fiction literary fiction
fiction,daniel   levine,hyde,horror,fiction,fiction daniel   levine hyde horror fiction
fiction,philip hensher,the emperor waltz,fiction,historical,fiction philip hensher the emperor waltz fiction historical
science fiction fantasy,gabriel king,the golden cat,fantasy,animals,science fiction fantasy gabriel king the golden cat fantasy animals
children s,suzy becker,all i need to know i learned from my cat,humor,animals,children s suzy becker all i need to know i learned from my cat humor animals
crime,libby cudmore,the big rewind,mystery,fiction,crime libby cudmore the big rewind mystery fiction
fiction,idra novey,ways to disappear,fiction,mystery,fiction idra novey ways to disappear fiction mystery
children s books,esther averill,jenny and the cat club  a collection of favorite stories about jenny linsky,childrens,fiction,children s books esther averill jenny and the cat club  a collection of favorite stories about jenny linsky childrens fiction
outdoors nature nonfiction,francine patterson,koko's kitten,nonfiction,animals,outdoors nature nonfiction francine patterson koko's kitten nonfiction animals
fiction,kipp wessel,first  you swallow the moon,fiction,adult,fiction kipp wessel first  you swallow the moon fiction adult
literature fiction,shawna yang ryan,green island,historical,fiction,literature fiction shawna yang ryan green island historical fiction
poetry fiction,takashi hiraide,the guest cat,fiction,cultural,poetry fiction takashi hiraide the guest cat fiction cultural
literature fiction,c.e. morgan,the sport of kings,fiction,historical,literature fiction c.e. morgan the sport of kings fiction historical
fiction,antonia hayes,relativity,fiction,contemporary,fiction antonia hayes relativity fiction contemporary
comics graphic novels biographies memoirs,jeffrey brown,cats are weird and more observations,sequential art,humor,comics graphic novels biographies memoirs jeffrey brown cats are weird and more observations sequential art humor
children s,viviane schwarz,there are cats in this book,childrens,animals,children s viviane schwarz there are cats in this book childrens animals
fiction thriller,a.a. mcdonald,the oxford inheritance,mystery,fiction,fiction thriller a.a. mcdonald the oxford inheritance mystery fiction
fiction,michelle adelman,piece of mind,fiction,new york,fiction michelle adelman piece of mind fiction new york
children s books,antonia barber,the mousehole cat,childrens,childrens,children s books antonia barber the mousehole cat childrens childrens
mystery thrillers,william kent krueger,this tender land,fiction,see top shelves…,mystery thrillers william kent krueger this tender land fiction see top shelves…
mystery thrillers,reed farrel coleman,where it hurts,mystery,fiction,mystery thrillers reed farrel coleman where it hurts mystery fiction
magazine literature fiction,the new yorker,the new yorker book of cat cartoons,humor,animals,magazine literature fiction the new yorker the new yorker book of cat cartoons humor animals
literature fiction short stories,susan minot,thirty girls,fiction,cultural,literature fiction short stories susan minot thirty girls fiction cultural
literature fiction,kristopher jansma,why we came to the city,fiction,contemporary,literature fiction kristopher jansma why we came to the city fiction contemporary
literature fiction nonfiction travel,rachel cusk,outline,fiction,contemporary,literature fiction nonfiction travel rachel cusk outline fiction contemporary
literature fiction,miranda beverly-whittemore,june,fiction,historical,literature fiction miranda beverly-whittemore june fiction historical
literature fiction romance,xiaolu guo,i am china,fiction,cultural,literature fiction romance xiaolu guo i am china fiction cultural
young adult,tara  sullivan,the bitter side of sweet,young adult,realistic fiction,young adult tara  sullivan the bitter side of sweet young adult realistic fiction
fiction crime,fuminori nakamura,the gun,fiction,cultural,fiction crime fuminori nakamura the gun fiction cultural
fiction historical fiction,robert  allison,the letter bearer,war,fiction,fiction historical fiction robert  allison the letter bearer war fiction
fiction poetry,gerard woodward,vanishing,fiction,book club,fiction poetry gerard woodward vanishing fiction book club
art,b. kliban,cat,humor,sequential art,art b. kliban cat humor sequential art
fiction,james          anderson,the never open desert diner,fiction,mystery,fiction james          anderson the never open desert diner fiction mystery
fiction,harriet lane,her,fiction,thriller,fiction harriet lane her fiction thriller
literature fiction historical fiction,ron rash,saints at the river,fiction,american,literature fiction historical fiction ron rash saints at the river fiction american
fiction,alex preston,in love and war,historical,cultural,fiction alex preston in love and war historical cultural
